Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Northcote,104/72 Gadd St,2,u,,PI,McGrath,9/12/2017,5.3,3070.0,,,,,,,Darebin City Council,,,Northern Metropolitan,11364.0
Northcote,5 McCutcheon St,4,h,1940473.1327591154,SP,Jellis,9/12/2017,5.3,3070.0,4.0,2.0,2.0,,,,Darebin City Council,-37.76762,145.00004,Northern Metropolitan,11364.0
Oakleigh,38 Abbeygate St,4,h,1325656.629575858,S,Woodards,9/12/2017,12.3,3166.0,4.0,2.0,1.0,,174.0,1930.0,Monash City Council,-37.90762,145.08984,Southern Metropolitan,3224.0
Point Cook,25 Glastonbury Cct,4,h,,PI,Barry,9/12/2017,14.7,3030.0,4.0,2.0,4.0,706.0,,,Wyndham City Council,-37.8908,144.75315,Western Metropolitan,15542.0
Point Cook,24 Vaucluse Bvd,4,h,714074.4021830572,W,Gunn&Co,9/12/2017,14.7,3030.0,4.0,2.0,2.0,700.0,,2007.0,Wyndham City Council,-37.89398,144.77177,Western Metropolitan,15542.0
Port Melbourne,36 Sandridge Av,3,h,1653536.5305011326,S,Marshall,9/12/2017,3.5,3207.0,3.0,1.0,1.0,251.0,138.0,1940.0,Melbourne City Council,-37.83843,144.91792,Southern Metropolitan,8648.0
Prahran,90 Chatsworth Rd,2,h,,VB,hockingstuart,9/12/2017,4.6,3181.0,2.0,1.0,,,,,Stonnington City Council,-37.84955,145.00723,Southern Metropolitan,7717.0
Prahran,351 High St,2,t,1151184.0937230487,SP,Marshall,9/12/2017,4.6,3181.0,2.0,2.0,1.0,130.0,126.0,2009.0,Stonnington City Council,-37.85257,144.99991,Southern Metropolitan,7717.0
Preston,90a David St,4,h,,S,Nelson,9/12/2017,8.4,3072.0,,,,,,,Darebin City Council,,,Northern Metropolitan,14577.0
Reservoir,49 Barry St,2,h,771694.1623453504,SP,Nelson,9/12/2017,12.0,3073.0,2.0,1.0,2.0,490.0,99.0,1950.0,Darebin City Council,-37.7094,145.00189,Northern Metropolitan,21650.0
Reservoir,30 Dawson St,4,h,,PI,Ray,9/12/2017,12.0,3073.0,4.0,3.0,5.0,799.0,,,Darebin City Council,-37.6994,144.98584,Northern Metropolitan,21650.0
Reservoir,11 Lloyd Av,3,h,752478.0938632778,SP,Nelson,9/12/2017,12.0,3073.0,3.0,1.0,1.0,,,,Darebin City Council,-37.69827,145.01621,Northern Metropolitan,21650.0
Richmond,106/20 Burnley St,1,u,,PI,Biggin,9/12/2017,2.4,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0
Richmond,254 Burnley St,2,h,,SP,Jellis,9/12/2017,2.4,3121.0,2.0,1.0,,,105.0,1900.0,Yarra City Council,-37.82213,145.00759,Northern Metropolitan,14949.0
Richmond,3/183 Coppin St,1,u,,PI,Ray,9/12/2017,2.4,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0
Richmond,25/9 Tennyson St,2,u,,S,Jellis,9/12/2017,2.4,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0
Richmond,21 Type St,3,h,,PI,Biggin,9/12/2017,2.4,3121.0,3.0,1.0,,201.0,90.0,1900.0,Yarra City Council,-37.82102,145.00979,Northern Metropolitan,14949.0
Ringwood East,45 Alexandra Rd,3,h,949143.3400328866,W,Barry,9/12/2017,21.3,3135.0,3.0,2.0,2.0,700.0,20.0,1950.0,Maroondah City Council,-37.81722,145.25083,Eastern Metropolitan,4407.0
Rowville,11 Kilcatten Ri,4,h,,SN,Stockdale,9/12/2017,23.5,3178.0,,,,,,,Knox City Council,,,South-Eastern Metropolitan,11667.0
Sandringham,23 Susan St,4,h,1887778.3867462622,S,Marshall,9/12/2017,15.2,3191.0,4.0,3.0,0.0,389.0,,1915.0,Bayside City Council,-37.94709,145.00733,Southern Metropolitan,4497.0
South Melbourne,100 Iffla St,2,h,,VB,Greg,9/12/2017,1.9,3205.0,2.0,2.0,,9198.0,135.0,1900.0,Port Phillip City Council,-37.84036,144.94847,Southern Metropolitan,5943.0
South Melbourne,215 Moray St,3,h,1637776.1433205784,S,Marshall,9/12/2017,1.9,3205.0,3.0,1.0,2.0,126.0,,,Port Phillip City Council,-37.83273,144.96353,Southern Metropolitan,5943.0
South Melbourne,114 Napier St,4,h,,S,Greg,9/12/2017,1.9,3205.0,4.0,2.0,,207.0,165.0,1880.0,Port Phillip City Council,-37.83532,144.96502,Southern Metropolitan,5943.0
South Morang,16 Avion Ri,3,h,,PI,Barry,9/12/2017,20.5,3752.0,,,,,,,Whittlesea City Council,,,Northern Metropolitan,7969.0
South Yarra,63 Davis Av,3,h,2033751.8576068599,PI,Kay,9/12/2017,2.7,3141.0,3.0,2.0,3.0,,233.0,1996.0,Melbourne City Council,-37.83953,144.99039,Southern Metropolitan,14887.0
South Yarra,24 Portland Pl,3,h,,PI,hockingstuart,9/12/2017,2.7,3141.0,3.0,2.0,,151.0,140.0,1880.0,Melbourne City Council,-37.84205,144.99169,Southern Metropolitan,14887.0
Southbank,88 Coventry St,3,h,1508732.5287344737,VB,Greg,9/12/2017,0.7,3006.0,3.0,1.0,1.0,,230.0,1990.0,Melbourne City Council,-37.8288,144.96793,Southern Metropolitan,8400.0
Springvale,8 Thames Av,4,h,,PI,Paul,9/12/2017,20.8,3171.0,4.0,2.0,4.0,,,,Greater Dandenong City Council,-37.95249,145.13969,South-Eastern Metropolitan,7412.0
Springvale South,10 Charlotte St,3,h,714876.1265028948,S,Barry,9/12/2017,22.2,3172.0,3.0,1.0,2.0,,,,Greater Dandenong City Council,-37.97748,145.15559,South-Eastern Metropolitan,4054.0
St Albans,8 Currajong St,3,h,585644.3902970022,PI,Barry,9/12/2017,14.0,3021.0,3.0,1.0,2.0,539.0,105.0,1970.0,Brimbank City Council,-37.75415,144.81738,Western Metropolitan,14042.0
Sunbury,34 Massie Cct,4,h,,VB,L,9/12/2017,31.7,3429.0,4.0,2.0,3.0,,,2005.0,Hume City Council,-37.59052,144.69756,Western Metropolitan,14092.0
Sunshine West,3 Allison St,4,h,726635.1776428018,PI,Ray,9/12/2017,10.5,3020.0,4.0,2.0,2.0,,,,Brimbank City Council,-37.79169,144.79081,Western Metropolitan,6763.0
Surrey Hills,4/16 Bona Vista Av,4,t,,SP,Jellis,9/12/2017,10.2,3127.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,5457.0
Surrey Hills,71 Croydon Rd,5,h,,S,Marshall,9/12/2017,10.2,3127.0,5.0,3.0,5.0,1003.0,254.0,1910.0,Boroondara City Council,-37.82323,145.09386,Southern Metropolitan,5457.0
Surrey Hills,23 Scheele St,4,h,1814984.8793072354,S,Marshall,9/12/2017,10.2,3127.0,4.0,2.0,1.0,,160.0,1930.0,Boroondara City Council,-37.81737,145.09752,Southern Metropolitan,5457.0
Sydenham,28 Albertine Cr,4,h,624579.6689195802,W,Prof.,9/12/2017,18.0,3037.0,4.0,2.0,2.0,557.0,,,Brimbank City Council,-37.71039,144.77957,Western Metropolitan,3640.0
Tarneit,4 Dusky Cr,4,h,,PI,S&L,9/12/2017,18.4,3029.0,4.0,2.0,4.0,,245.0,2000.0,Wyndham City Council,-37.83965,144.69442,Western Metropolitan,10160.0
Tarneit,486 Sayers Rd,4,h,,W,S&L,9/12/2017,18.4,3029.0,4.0,2.0,6.0,704.0,195.0,2009.0,Wyndham City Council,-37.84901,144.69708,Western Metropolitan,10160.0
Templestowe,5 Austin Pl,4,h,1352672.5001889763,S,Fletchers,9/12/2017,15.5,3106.0,4.0,2.0,2.0,,196.0,1985.0,Manningham City Council,-37.76375,145.16165,Eastern Metropolitan,6202.0
Templestowe,15 Dellas Av,4,h,1320202.370447044,PN,Barry,9/12/2017,15.5,3106.0,4.0,2.0,2.0,813.0,182.0,1950.0,Manningham City Council,-37.75215,145.12418,Eastern Metropolitan,6202.0
Templestowe,4 Princeton Pl,3,h,1172581.5807782565,W,Upside,9/12/2017,15.5,3106.0,3.0,2.0,2.0,,,,Manningham City Council,-37.75378,145.16268,Eastern Metropolitan,6202.0
Thomastown,3/86 Heyington Av,2,u,,PI,hockingstuart,9/12/2017,15.3,3074.0,,,,,,,Whittlesea City Council,,,Northern Metropolitan,7955.0
Thornbury,3/11 Clarendon St,2,u,,PI,hockingstuart,9/12/2017,7.0,3071.0,,,,,,,Darebin City Council,,,Northern Metropolitan,8870.0
Thornbury,1/106 Keon St,2,u,,SP,Love,9/12/2017,7.0,3071.0,,,,,,,Darebin City Council,,,Northern Metropolitan,8870.0
Watsonia,25 Crellin Cr,3,h,825109.0117751585,VB,Darren,9/12/2017,14.5,3087.0,3.0,2.0,2.0,579.0,139.0,1960.0,Banyule City Council,-37.70827,145.08466,Northern Metropolitan,2329.0
Werribee,42 Filmont Dr,4,h,535841.013026643,SP,Ray,9/12/2017,14.7,3030.0,4.0,2.0,2.0,324.0,250.0,2011.0,Wyndham City Council,-37.90888,144.68217,Western Metropolitan,16166.0
Williamstown,90 Osborne St,3,h,1466375.2186428858,S,Greg,9/12/2017,6.8,3016.0,3.0,2.0,2.0,374.0,107.0,1910.0,Hobsons Bay City Council,-37.86628,144.89767,Western Metropolitan,6380.0
Williamstown,12 Paas Pl,3,h,1458775.4357511357,SP,Compton,9/12/2017,6.8,3016.0,3.0,2.0,2.0,400.0,138.0,2004.0,Hobsons Bay City Council,-37.85884,144.87752,Western Metropolitan,6380.0
Wollert,3 Beresford Rd,4,h,,PI,HAR,9/12/2017,25.5,3750.0,4.0,2.0,2.0,,,,Whittlesea City Council,-37.60856,145.0149,Northern Metropolitan,2940.0
Wollert,102 Highpark Dr,4,u,,PI,HAR,9/12/2017,25.5,3750.0,4.0,2.0,2.0,,203.0,2013.0,Whittlesea City Council,-37.61611,145.01839,Northern Metropolitan,2940.0
Wollert,1 Hotspur Dr,4,h,,SP,Love,9/12/2017,25.5,3750.0,4.0,2.0,2.0,445.0,200.0,2012.0,Whittlesea City Council,-37.61831,145.02372,Northern Metropolitan,2940.0
Wyndham Vale,15 Carmichael Dr,3,h,,PI,Benlor,9/12/2017,27.2,3024.0,3.0,2.0,2.0,384.0,144.0,2006.0,Wyndham City Council,-37.88893,144.61185,Western Metropolitan,5262.0
Ashwood,231 Huntingdale Rd,2,h,1198401.344229812,S,Buxton,3/02/2018,10.2,3147.0,2.0,1.0,1.0,651.0,,,Monash City Council,-37.87126,145.11084,Southern Metropolitan,2894.0
Bentleigh East,38 Hill St,2,h,1061957.5470594398,S,Buxton,3/02/2018,13.8,3165.0,2.0,1.0,2.0,,,,Glen Eira City Council,-37.92347,145.06074,Southern Metropolitan,10969.0
Berwick,12 Palmerston St,4,h,,PI,Barry,3/02/2018,35.2,3806.0,4.0,2.0,2.0,1008.0,,,Casey City Council,-38.03231,145.35594,Eastern Victoria,17093.0
Burwood,2/34 McComas Gr,3,h,,PN,LLC,3/02/2018,10.4,3125.0,,,,,,,Monash City Council,,,Southern Metropolitan,5678.0
Croydon,79 Diane Cr,4,h,1071320.4191488335,PI,Philip,3/02/2018,23.0,3136.0,4.0,2.0,2.0,1062.0,220.0,1973.0,Maroondah City Council,-37.78272,145.30275,Eastern Metropolitan,11925.0
Croydon,31 Kallay St,3,h,792409.5051864875,S,Fletchers,3/02/2018,23.0,3136.0,3.0,2.0,2.0,467.0,130.0,1970.0,Maroondah City Council,-37.79151,145.25778,Eastern Metropolitan,11925.0
Dandenong,4 Eton Ct,3,h,555031.9575236017,PI,Hall,3/02/2018,24.7,3175.0,3.0,1.0,2.0,,,,Greater Dandenong City Council,-37.97929,145.2298,South-Eastern Metropolitan,10894.0
Deer Park,32 Longfield Wy,3,h,576425.9660484308,PI,RW,3/02/2018,14.8,3023.0,3.0,2.0,2.0,,146.0,2017.0,Brimbank City Council,-37.77869,144.759,Western Metropolitan,6388.0
Doreen,9 Glass Cr,4,h,,SP,HAR,3/02/2018,25.9,3754.0,4.0,2.0,4.0,700.0,290.0,2007.0,Nillumbik Shire Council,-37.61882,145.13333,Northern Victoria,7254.0
Doveton,27 Power Rd,2,h,,PN,REMAX,3/02/2018,28.8,3177.0,2.0,1.0,2.0,588.0,83.0,1950.0,Casey City Council,-37.99613,145.23804,South-Eastern Metropolitan,3533.0
Epping,61 Shields St,3,h,543270.2857366876,PI,Stockdale,3/02/2018,19.6,3076.0,3.0,2.0,2.0,400.0,,,Whittlesea City Council,-37.62369,145.01014,Northern Metropolitan,10926.0
Greenvale,3 Monteiro Ct,4,h,668814.8825302203,PI,LJ,3/02/2018,20.4,3059.0,4.0,2.0,2.0,,,,Hume City Council,-37.61413,144.91236,Northern Metropolitan,4864.0
Highett,22 Lansell Av,3,h,,PI,Ray,3/02/2018,16.0,3190.0,,,,,,,Bayside City Council,,,Southern Metropolitan,4794.0
Hoppers Crossing,25 Burnham Dr,5,h,637677.4902039899,SN,Benlor,3/02/2018,18.4,3029.0,5.0,3.0,1.0,,231.0,1980.0,Wyndham City Council,-37.88917,144.68263,Western Metropolitan,13830.0
Hoppers Crossing,21 Madison Dr,4,h,,PI,Gold,3/02/2018,18.4,3029.0,4.0,2.0,9.0,,180.0,1974.0,Wyndham City Council,-37.88496,144.69323,Western Metropolitan,13830.0
Hoppers Crossing,15 Sheahan Cr,3,h,,SP,Benlor,3/02/2018,18.4,3029.0,3.0,2.0,4.0,,,,Wyndham City Council,-37.87084,144.69975,Western Metropolitan,13830.0
Kensington,24 Parsons St,3,h,,SP,Rendina,3/02/2018,3.4,3031.0,3.0,1.0,,323.0,,,Melbourne City Council,-37.7901,144.93248,Northern Metropolitan,5263.0
Knoxfield,77 Applewood Dr,3,h,741669.1482744559,SP,Hill,3/02/2018,23.3,3180.0,3.0,2.0,2.0,,,,Knox City Council,-37.8784,145.25118,Eastern Metropolitan,2949.0
Melton South,18 Oakfield Ct,3,h,,PI,PRDNationwide,3/02/2018,29.8,3338.0,3.0,2.0,0.0,675.0,,,Melton City Council,-37.69957,144.57685,Western Victoria,4718.0
Melton West,84 Westmelton Dr,3,h,,PI,Ryder,3/02/2018,31.7,3337.0,3.0,2.0,2.0,,,,Melton City Council,-37.67549,144.55873,Northern Victoria,6065.0
Mill Park,15 Incana Dr,4,h,720331.5665430448,PI,HAR,3/02/2018,17.9,3082.0,4.0,3.0,2.0,,265.0,1994.0,Whittlesea City Council,-37.66892,145.07954,Northern Metropolitan,10529.0
Moorabbin,6A Barilla Rd,3,h,1003469.7280749191,PI,Buxton,3/02/2018,14.3,3189.0,3.0,2.0,2.0,,,,Kingston City Council,-37.9412,145.04263,Southern Metropolitan,2555.0
Mulgrave,19A Blanton Dr,4,h,1021597.7332739513,SP,Biggin,3/02/2018,18.8,3170.0,4.0,3.0,2.0,,253.0,2012.0,Monash City Council,-37.93581,145.20977,South-Eastern Metropolitan,7113.0
Narre Warren,15 Edmonds St,4,h,,PI,Barry,3/02/2018,34.1,3805.0,4.0,2.0,2.0,584.0,,,Casey City Council,-37.99996,145.30348,South-Eastern Metropolitan,9376.0
Point Cook,21 Atkinson Cl,4,h,638348.5929720512,PN,FN,3/02/2018,14.7,3030.0,4.0,2.0,2.0,448.0,197.0,2011.0,Wyndham City Council,-37.89555,144.71847,Western Metropolitan,15542.0
Preston,81 Wilcox St,4,h,,PI,Ray,3/02/2018,8.4,3072.0,4.0,4.0,0.0,397.0,450.0,1980.0,Darebin City Council,-37.73602,145.00574,Northern Metropolitan,14577.0
Springvale South,29 Harold Rd,4,h,,PI,iSell,3/02/2018,22.2,3172.0,4.0,2.0,4.0,750.0,186.0,1971.0,Greater Dandenong City Council,-37.97528,145.15226,South-Eastern Metropolitan,4054.0
Tarneit,5 Harmony Dr,2,h,422457.94610745576,PN,Greg,3/02/2018,18.4,3029.0,2.0,2.0,1.0,212.0,,2007.0,Wyndham City Council,-37.86086,144.66193,Western Metropolitan,10160.0
Vermont South,7 Rutherglen Rd,5,h,1283607.1688978488,PI,Noel,3/02/2018,17.2,3133.0,5.0,3.0,2.0,613.0,400.0,2008.0,Whitehorse City Council,-37.85154,145.19804,Eastern Metropolitan,4280.0
Werribee,17 Salisbury St,2,h,467668.15866407077,PN,FN,3/02/2018,14.7,3030.0,2.0,1.0,1.0,539.0,119.0,1940.0,Wyndham City Council,-37.90231,144.66503,Western Metropolitan,16166.0
Werribee,241 Shaws Rd,3,h,496462.6065356006,SP,Benlor,3/02/2018,14.7,3030.0,3.0,1.0,2.0,600.0,106.0,1986.0,Wyndham City Council,-37.89046,144.66737,Western Metropolitan,16166.0
Yarraville,28 Regent St,3,h,943487.5277045702,SP,Biggin,3/02/2018,6.3,3013.0,3.0,1.0,2.0,209.0,100.0,1940.0,Maribyrnong City Council,-37.81209,144.8874,Western Metropolitan,6543.0
Balwyn North,16 Jocelyn Av,3,h,1420253.2656019074,S,Nelson,10/02/2018,9.7,3104.0,3.0,1.0,3.0,,127.0,1970.0,Boroondara City Council,-37.7934,145.10748,Southern Metropolitan,7809.0
Beaumaris,23 Banksia Av,5,h,1800180.2447737833,S,RT,10/02/2018,17.3,3193.0,5.0,3.0,2.0,650.0,389.0,2017.0,Bayside City Council,-37.98821,145.0417,Southern Metropolitan,5366.0
Blackburn,6 The Ridge,4,h,1457187.051965497,SP,Jellis,10/02/2018,13.4,3130.0,4.0,2.0,2.0,705.0,230.0,1985.0,Whitehorse City Council,-37.83135,145.15811,Eastern Metropolitan,5713.0
Boronia,2/6 Freedman Av,3,u,,PI,Barry,10/02/2018,25.0,3155.0,,,,,,,Knox City Council,,,Eastern Metropolitan,9704.0
Brighton East,30b Pine St,4,t,1744847.6275987937,SP,Jellis,10/02/2018,10.3,3187.0,4.0,3.0,2.0,,,,Bayside City Council,-37.91981,145.00684,Southern Metropolitan,6938.0
Brunswick,379 Brunswick Rd,6,h,,SP,buyMyplace,10/02/2018,5.2,3056.0,6.0,2.0,,447.0,,,Moreland City Council,-37.7759,144.95165,Northern Metropolitan,11918.0
Brunswick East,58 Albion St,3,h,1376551.9615854837,S,Nelson,10/02/2018,4.0,3057.0,3.0,1.0,2.0,434.0,,,Moreland City Council,-37.76245,144.97595,Northern Metropolitan,5533.0
Brunswick West,3/5 Allard St,1,u,321701.0486335636,SN,Walshe,10/02/2018,5.2,3055.0,1.0,1.0,1.0,,,,Moreland City Council,-37.7684,144.94214,Northern Metropolitan,7082.0
Brunswick West,25 McGregor Av,3,h,1112404.6243616843,PI,Red,10/02/2018,5.2,3055.0,3.0,1.0,2.0,501.0,,,Moreland City Council,-37.7547,144.94311,Northern Metropolitan,7082.0
Bundoora,25 Trafalgar Cr,3,h,742537.265813881,S,Jellis,10/02/2018,12.1,3083.0,3.0,1.0,1.0,,,,Banyule City Council,-37.69631,145.06971,Northern Metropolitan,10175.0
Camberwell,3 Outlook Dr,3,h,1832331.1323597773,SN,Garvey,10/02/2018,7.7,3124.0,3.0,1.0,2.0,771.0,,,Boroondara City Council,-37.84929,145.09142,Southern Metropolitan,8920.0
Carnegie,403/276 Neerim Rd,3,u,,SN,Barry,10/02/2018,10.1,3163.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,7822.0
Caroline Springs,17 Bay St,6,h,,PI,Barry,10/02/2018,14.8,3023.0,6.0,6.0,2.0,257.0,213.0,2014.0,Melton City Council,-37.73481,144.74475,Western Metropolitan,7719.0
Carrum,7 Melaleuca Dr,3,h,,SP,Buxton,10/02/2018,31.2,3197.0,3.0,1.0,2.0,,,,Kingston City Council,-38.07209,145.1279,South-Eastern Metropolitan,1989.0
Carrum Downs,14 Goshawk Ct,4,h,,SP,Ray,10/02/2018,34.9,3201.0,4.0,2.0,2.0,705.0,,,Frankston City Council,-38.10694,145.17468,South-Eastern Metropolitan,8060.0
Caulfield North,5/472 Dandenong Rd,1,u,,PN,Whiting,10/02/2018,7.8,3161.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,6923.0
Cheltenham,29 Friendship Sq,5,h,1244661.4262775308,PN,FN,10/02/2018,17.9,3192.0,5.0,2.0,3.0,612.0,,,Bayside City Council,-37.95956,145.0657,Southern Metropolitan,9758.0
Clayton South,126 Osborne Av,3,h,868316.4008101542,SA,Greg,10/02/2018,17.5,3169.0,3.0,1.0,2.0,536.0,,1980.0,Kingston City Council,-37.94557,145.13611,South-Eastern Metropolitan,4734.0
Craigieburn,57 Millicent Dr,4,h,560460.6212696149,PI,HAR,10/02/2018,20.6,3064.0,4.0,2.0,2.0,350.0,,,Hume City Council,-37.56879,144.90613,Northern Metropolitan,15510.0
Croydon,2 Dorothy St,3,h,,SN,Ray,10/02/2018,23.0,3136.0,3.0,2.0,4.0,858.0,140.0,1970.0,Maroondah City Council,-37.80842,145.28368,Eastern Metropolitan,11925.0
Croydon,1/3 Gretel Ct,4,h,,PN,McGrath,10/02/2018,23.0,3136.0,,,,,,,Maroondah City Council,,,Eastern Metropolitan,11925.0
Croydon,2/107 Mount View Pde,3,t,,PN,McGrath,10/02/2018,23.0,3136.0,,,,,,,Maroondah City Council,,,Eastern Metropolitan,11925.0
Dallas,9 Romsey Cr,3,h,476404.0357497794,SP,Barry,10/02/2018,14.0,3047.0,3.0,1.0,2.0,,,1970.0,Hume City Council,-37.67374,144.93427,Northern Metropolitan,2246.0
Doncaster East,3/5 Talford St,3,t,,S,Jellis,10/02/2018,14.3,3109.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,10999.0
Elwood,13/17 Byrne Av,1,u,,PN,McGrath,10/02/2018,7.2,3184.0,,,,,,,Port Phillip City Council,,,Southern Metropolitan,8989.0
Ferntree Gully,30 Frederick St,5,h,,SN,Ray,10/02/2018,24.8,3156.0,5.0,3.0,5.0,1709.0,241.0,1975.0,Knox City Council,-37.86772,145.29972,Eastern Metropolitan,10788.0
Fitzroy North,9 Liverpool St,2,h,1228581.6004408004,S,Jellis,10/02/2018,3.6,3068.0,2.0,1.0,1.0,163.0,120.0,1880.0,Moreland City Council,-37.78102,144.97895,Northern Metropolitan,6244.0
Flemington,15 Brighton St,3,h,,S,Nelson,10/02/2018,3.4,3031.0,3.0,1.0,,,,,Melbourne City Council,-37.78528,144.9297,Northern Metropolitan,3593.0
Glen Waverley,9 Knightsbridge Ct,5,h,1394612.2789171715,S,Jellis,10/02/2018,16.7,3150.0,5.0,2.0,2.0,,36.0,2000.0,Monash City Council,-37.86768,145.1599,Eastern Metropolitan,15321.0
Glen Waverley,18 Ralton Av,3,h,1261410.3469818865,PN,Harcourts,10/02/2018,16.7,3150.0,3.0,1.0,1.0,738.0,,,Monash City Council,-37.88759,145.17112,Eastern Metropolitan,15321.0
Glenroy,87 Daley St,3,h,720112.055906334,PI,Purplebricks,10/02/2018,11.2,3046.0,3.0,1.0,2.0,640.0,141.0,1950.0,Moreland City Council,-37.69756,144.9308,Northern Metropolitan,8870.0
Greensborough,18 Glenice St,3,h,672284.5391041914,VB,Fletchers,10/02/2018,16.1,3088.0,3.0,1.0,3.0,537.0,112.0,1955.0,Banyule City Council,-37.71575,145.10323,Northern Metropolitan,8524.0
Hawthorn East,5/61 Mayston St,1,u,,SP,Woodards,10/02/2018,6.2,3123.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,6482.0
Highett,5/17 Avoca St,3,u,,VB,Buxton,10/02/2018,16.0,3190.0,,,,,,,Bayside City Council,,,Southern Metropolitan,4794.0
Highett,18 George St,4,t,,S,Buxton,10/02/2018,16.0,3190.0,4.0,2.0,4.0,333.0,212.0,1947.0,Bayside City Council,-37.94893,145.03328,Southern Metropolitan,4794.0
Hoppers Crossing,34 Perkins Av,3,h,507015.3814459905,PN,Wyndham,10/02/2018,18.4,3029.0,3.0,1.0,2.0,581.0,,1980.0,Wyndham City Council,-37.86638,144.69191,Western Metropolitan,13830.0
Hoppers Crossing,8 Rudolph St,4,h,586804.2755144716,PI,Barry,10/02/2018,18.4,3029.0,4.0,2.0,2.0,575.0,,,Wyndham City Council,-37.87325,144.70111,Western Metropolitan,13830.0
Kew East,1/14 Woodlands Av,3,t,,S,Nelson,10/02/2018,7.3,3102.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,2671.0
Keysborough,14 Windermere St,4,h,,PI,Biggin,10/02/2018,25.2,3173.0,4.0,2.0,4.0,,214.0,2011.0,Greater Dandenong City Council,-38.00005,145.16372,South-Eastern Metropolitan,8459.0
Knoxfield,2/73 Rickards Av,3,u,,SN,Noel,10/02/2018,23.3,3180.0,,,,,,,Knox City Council,,,Eastern Metropolitan,2949.0
Maidstone,30 Eucalyptus Dr,4,h,1321660.9747513265,SP,Biggin,10/02/2018,6.4,3012.0,4.0,2.0,2.0,653.0,194.0,2012.0,Maribyrnong City Council,-37.77964,144.87149,Western Metropolitan,3873.0
Middle Park,79 Hambleton St,2,h,1472824.266069738,SN,Cayzer,10/02/2018,3.0,3206.0,2.0,1.0,0.0,,,,Port Phillip City Council,-37.84656,144.95947,Southern Metropolitan,2019.0
Montmorency,1/1 James St,2,u,616793.7156479354,SP,Jellis,10/02/2018,16.2,3094.0,2.0,1.0,1.0,,90.0,2004.0,Banyule City Council,-37.7229,145.12243,Eastern Metropolitan,3891.0
Mount Waverley,9 Aldrin Dr,5,h,1541625.2283635177,PI,McGrath,10/02/2018,14.2,3149.0,5.0,3.0,2.0,660.0,,,Monash City Council,-37.85922,145.13996,Eastern Metropolitan,13366.0
Mount Waverley,5 Portsmouth St,5,h,1575471.4436441362,S,Jellis,10/02/2018,14.2,3149.0,5.0,2.0,2.0,854.0,,,Monash City Council,-37.87444,145.13496,Eastern Metropolitan,13366.0
Mulgrave,14 Lotus Cr,3,h,867365.9787352832,SN,Harcourts,10/02/2018,18.8,3170.0,3.0,1.0,3.0,654.0,,,Monash City Council,-37.92865,145.17466,South-Eastern Metropolitan,7113.0
Narre Warren,6 Kurrajong Rd,3,h,,S,O'Brien,10/02/2018,34.1,3805.0,3.0,2.0,2.0,,198.0,1993.0,Casey City Council,-38.01452,145.31295,South-Eastern Metropolitan,9376.0
Point Cook,42 Middleton Dr,3,h,571331.9425291269,PI,Barry,10/02/2018,14.7,3030.0,3.0,2.0,2.0,,128.0,2015.0,Wyndham City Council,-37.90854,144.75891,Western Metropolitan,15542.0
Prahran,7/24 Chomley St,2,u,,VB,Hodges,10/02/2018,4.6,3181.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717.0
Prahran,502/220 Commercial Rd,2,u,,SP,Biggin,10/02/2018,4.6,3181.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717.0
Richmond,2/373 Highett St,2,t,,VB,hockingstuart,10/02/2018,2.4,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0
Rowville,7 Mersey Cl,4,h,814153.4160162584,PI,Philip,10/02/2018,23.5,3178.0,4.0,2.0,2.0,,150.0,1970.0,Knox City Council,-37.91692,145.25769,South-Eastern Metropolitan,11667.0
Sunshine,55 Couch St,3,h,688352.5370650154,SN,Bells,10/02/2018,10.5,3020.0,3.0,1.0,1.0,,,,Brimbank City Council,-37.79513,144.82945,Western Metropolitan,3755.0
Sunshine North,3 Bradley St,4,h,793548.121130966,SN,Barry,10/02/2018,10.5,3020.0,4.0,2.0,2.0,,173.0,1970.0,Brimbank City Council,-37.77565,144.83593,Western Metropolitan,4217.0
Templestowe Lower,37 Olympus Dr,4,h,1219287.7575463238,S,Buxton,10/02/2018,12.4,3107.0,4.0,2.0,2.0,,192.0,1970.0,Manningham City Council,-37.77509,145.12305,Eastern Metropolitan,5420.0
Werribee,4 Beverstone Pl,4,h,562931.4070845565,PI,Barry,10/02/2018,14.7,3030.0,4.0,2.0,2.0,,,,Wyndham City Council,-37.90481,144.63845,Western Metropolitan,16166.0
